,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION
13381,-7536.435899998993,4864918.028399996,0,1,115,2
8502,-7644.034899998456,4864930.066799998,1,0,201,2
5147,-7439.543800000101,4864864.079400003,2,1,206,2
3563,-7427.691685821862,4864891.7330770185,0,1,249,1
8982,-7632.2586999982595,4864982.0603,1,0,138,2
18756,-7360.497299998999,4864837.920500003,1,2,119,2
10857,-7631.815499998629,4864988.132799998,2,0,130,2
18790,-7309.849300000817,4864812.695299998,1,2,114,2
8026,-7641.030099999159,4865006.826700002,0,0,129,2
12293,-7359.331099998206,4864837.273500003,4,2,129,2
1341,-7480.124099999665,4864894.9306000015,2,1,10,2
493,-7347.108300000428,4864748.045599997,3,2,240,2
9733,-7381.686900001019,4864845.7553,2,2,102,2
6024,-7435.067499998958,4864878.1545,3,1,204,2
5501,-7333.069099999964,4864769.216300003,0,2,208,2
14609,-7366.242400001734,4864841.108000003,1,2,118,2
10455,-7611.129000000656,4864977.622000001,3,0,103,2
12967,-7332.1088000014415,4864822.170999996,2,2,129,2
7979,-7325.23409999907,4864818.356799996,2,2,131,2
16905,-7594.264100000262,4864982.456100002,1,0,108,2
19911,-7404.8357000015685,4864808.159000002,1,2,214,2
8289,-7337.5278999991715,4864825.624499999,3,2,121,2
3565,-7427.868400000036,4864896.747000001,0,1,227,2
8602,-7636.083599999547,4864897.538199998,2,0,209,2
1686,-7370.01060000062,4864847.753600001,3,2,107,2
12480,-7359.148499999195,4864841.7271,4,2,111,2
10357,-7638.854200001805,4864999.367600001,1,0,119,2
18184,-7644.034899998456,4864930.066799998,3,0,201,2
8557,-7636.667899999766,4864991.739799999,2,0,119,2
12549,-7366.242400001734,4864841.108000003,4,2,127,2
931,-7344.968400001526,4864749.5759999985,3,2,241,2
1233,-7413.955299999566,4864787.794299996,4,2,205,2
6525,-7388.631314467639,4864843.906318991,0,2,134,1
8102,-7609.2503999993205,4864978.160700001,1,0,104,2
18771,-7318.694800000639,4864795.302100003,0,2,118,2
12222,-7374.347500000149,4864845.604699999,4,2,124,2
3179,-7362.526500001551,4864764.065700002,3,2,230,2
2607,-7331.400499999522,4864768.478600003,3,2,248,2
16616,-7611.129000000656,4864977.622000001,1,0,103,2
16992,-7689.513399999589,4864928.736100003,2,0,225,2
9937,-7640.289599999785,4865009.164800003,2,0,127,2
7497,-7381.686900001019,4864845.7553,2,2,102,2
18001,-7609.2503999993205,4864978.160700001,1,0,104,2
6153,-7333.069099999964,4864769.216300003,0,2,208,2
644,-7363.03830000013,4864766.439499997,3,2,229,2
5908,-7423.060899998993,4864877.686099999,3,1,202,2
6794,-7390.548551443963,4864840.4913816005,0,2,133,1
4367,-7468.870245195925,4864827.937682956,0,1,248,1
7502,-7386.6402587369075,4864845.965452015,2,2,102,1
5435,-7333.069099999964,4864769.216300003,0,2,208,2
12300,-7367.458799999206,4864841.782799996,4,2,126,2
12275,-7316.4574000015855,4864800.7843,4,2,123,2
6277,-7333.1832000017175,4864822.766999997,0,2,108,2
6549,-7338.753299999982,4864825.8571000025,0,2,110,2
1165,-7391.35909999907,4864782.1516999975,4,2,215,2
16754,-7641.5731999985865,4865008.853,2,0,124,2
8073,-7661.753100000322,4864938.275399998,1,0,215,2
1375,-7536.598200000822,4864918.117200002,2,1,101,2
13839,-7359.331099998206,4864837.273500003,3,2,116,2
11050,-7313.731119778006,4864792.063410872,3,2,136,1
4566,-7383.6702000014475,4864842.180799998,1,2,101,2
9622,-7386.7095663398495,4864847.370468892,3,2,102,1
19226,-7345.42330000177,4864829.557700002,1,2,123,2
18385,-7611.129000000656,4864977.622000001,2,0,103,2
4303,-7377.078269988298,4864842.961438999,1,2,115,1
2643,-7337.716099999845,4864825.2817,4,2,134,2
12680,-7474.670000001788,4864865.918799996,1,1,27,2
12093,-7474.495200000703,4864891.586599998,1,1,25,2
94,-7363.03830000013,4864766.439499997,3,2,229,2
3818,-7468.870245195925,4864827.937682956,0,1,248,1
12498,-7516.52670000121,4864844.624799997,1,1,6,2
17486,-7637.5564999990165,4864907.466200002,1,0,207,2
18222,-7676.627099998294,4864934.035599999,0,0,214,2
462,-7520.755800001323,4864891.4821000025,2,1,29,2
15026,-7327.929099999367,4864824.406999998,1,2,112,2
7088,-7360.5392999984315,4864837.943800002,0,2,128,2
10748,-7656.6356999985865,4864938.0260000015,0,0,208,2
17282,-7618.763300001621,4864975.433799997,2,0,101,2
9408,-7636.342433217913,4864916.8216095185,1,0,205,1
14771,-7444.290800001472,4864876.6844,0,1,224,2
10406,-7594.264100000262,4864982.456100002,2,0,108,2
6357,-7351.981125298886,4864843.493344098,0,2,140,1
10775,-7638.2760000005355,4864905.187200001,1,0,210,2
10921,-7603.15450000018,4864981.489799999,3,0,113,2
1053,-7403.73600000143,4864789.018399999,3,2,209,2
1939,-7374.347500000149,4864845.604699999,3,2,111,2
3357,-7303.794295821339,4864812.44148691,1,2,114,1
19786,-7363.159000001848,4864768.471699998,1,2,224,2
11900,-7331.496599998325,4864767.7711,1,2,206,2
825,-7347.108300000428,4864748.045599997,3,2,240,2
10069,-7571.093199998141,4864871.718800001,0,1,112,2
2438,-7310.057300001383,4864815.156599999,4,2,119,2
18075,-7643.428199999034,4864927.950800002,2,0,202,2
19506,-7533.671000000089,4864939.661899999,3,1,116,2
10315,-7636.297600001098,4864898.285099998,1,0,209,2
4579,-7372.802999999374,4864849.302699998,1,2,106,2
11486,-7324.486511655153,4864813.990040243,3,2,125,1
8315,-7536.4928999990225,4864918.059600003,1,1,101,2
13333,-7366.095899999142,4864845.581600003,3,2,108,2
11267,-7638.854200001805,4864999.367600001,1,0,119,2
18447,-7639.7153999991715,4865007.160400003,3,0,126,2
16914,-7636.679000001402,4864991.778700002,1,0,117,2
10579,-7336.2989999987185,4864829.050399996,3,2,128,2
9986,-7676.643599998206,4864934.006999998,2,0,221,2
1249,-7410.100400000811,4864794.7425,4,2,203,2
10846,-7639.35000000149,4865001.098099999,2,0,122,2
9250,-7559.78200000152,4864871.373499997,1,1,107,2
14952,-7424.3016000017515,4864859.706600003,0,1,218,2
19049,-7345.42330000177,4864829.557700002,1,2,123,2
6222,-7457.755499999971,4864815.285700001,2,1,208,2
4091,-7445.557873841374,4864826.589670561,0,1,202,1
3473,-7355.502279676497,4864846.027787848,1,2,108,1
18640,-7370.127824570984,4864839.087595038,0,2,130,1
7809,-7559.442800000309,4864887.620300001,0,1,114,2
4406,-7429.617124881595,4864899.692378685,0,1,238,1
5638,-7360.5392999984315,4864837.943800002,0,2,128,2
15149,-7468.870245195925,4864827.937682956,0,1,248,1
111,-7348.012899998575,4864758.103299998,3,2,239,2
12335,-7502.8467999994755,4864860.1862,1,1,3,2
9592,-7661.753100000322,4864938.275399998,3,0,216,2
5318,-7333.1832000017175,4864822.766999997,0,2,108,2
10139,-7527.402600001544,4864929.238300003,1,1,101,2
7476,-7560.377608112991,4864859.336898372,1,1,108,1
10122,-7329.376800000668,4864825.210199997,3,2,129,2
16894,-7603.5650999993095,4864979.790100001,1,0,105,2
16086,-7611.129000000656,4864977.622000001,1,0,103,2
3844,-7427.868400000036,4864896.747000001,0,1,227,2
16017,-7669.247800000012,4864936.126800002,3,0,218,2
16243,-7642.445999998598,4865016.687799999,3,0,123,2
12945,-7308.869500000029,4864814.4614999965,2,2,117,2
5140,-7469.88919999823,4864815.057400003,2,1,210,2
10538,-7388.263861134648,4864839.5788998315,3,2,101,1
19702,-7352.940799999982,4864762.802699998,1,2,223,2
14837,-7457.665500000118,4864823.6099999985,0,1,247,2
93,-7370.614700000732,4864768.552900001,3,2,224,2
15433,-7318.341099999845,4864814.532499999,1,2,130,2
3747,-7376.317116655409,4864861.7561028525,1,2,105,1
9428,-7684.298099998385,4864931.813000001,1,0,221,2
4824,-7342.435300000012,4864756.9575999975,0,2,207,2
2259,-7331.918400000781,4864822.512199998,3,2,122,2
17833,-7648.530400000513,4864942.806100003,2,0,231,2
1515,-7507.032078322023,4864834.893869832,2,1,5,1
7655,-7632.2586999982595,4864982.0603,1,0,138,2
2558,-7367.458799999206,4864841.782799996,4,2,126,2
19102,-7351.266699999572,4864837.354500003,0,2,140,2
3560,-7410.026599999516,4864887.749600002,0,1,244,2
5299,-7369.223544884473,4864761.381877743,0,2,205,1
11710,-7324.080699998885,4864817.717,1,2,129,2
10070,-7559.442800000309,4864887.620300001,0,1,114,2
13575,-7312.981300000101,4864798.747699998,2,2,138,2
8683,-7684.298099998385,4864931.813000001,3,0,222,2
11246,-7656.559099998325,4864938.028999999,1,0,235,2
7880,-7526.391455613078,4864919.34785118,1,1,101,1
332,-7524.570399999618,4864934.093000002,2,1,102,2
17334,-7640.98050000146,4865006.785599999,3,0,121,2
7222,-7611.129000000656,4864977.622000001,1,0,103,2
15904,-7661.753100000322,4864938.275399998,2,0,217,2
6561,-7304.483600001782,4864820.875299999,0,2,122,2
13479,-7386.105999998747,4864837.9142,3,2,101,2
5437,-7425.6438000015905,4864873.1670999965,2,1,201,2
15567,-7445.557873841374,4864826.589670561,0,1,202,1
11569,-7377.061700001359,4864851.720700003,2,2,105,2
8718,-7375.028700001538,4864855.459899999,3,2,106,2
10539,-7383.733100000769,4864842.191699997,3,2,143,2
4488,-7390.620600000025,4864836.055799998,1,2,140,2
9992,-7628.134500000626,4864977.021200001,3,0,135,2
5872,-7414.873469986021,4864881.276651077,2,1,202,1
10779,-7637.5564999990165,4864907.466200002,1,0,207,2
7909,-7560.377608112991,4864859.336898372,1,1,108,1
19715,-7516.1983999982485,4864889.940200001,3,1,4,2
13193,-7311.919399999082,4864808.963799998,3,2,132,2
2357,-7318.341099999845,4864814.532499999,4,2,139,2
11283,-7601.616200000048,4864980.348899998,1,0,106,2
9495,-7594.736999999732,4864983.902400002,2,0,111,2
13502,-7316.4574000015855,4864800.7843,3,2,135,2
11289,-7594.264100000262,4864982.456100002,1,0,108,2
16703,-7640.679200001061,4864913.532200001,2,0,213,2
18907,-7377.218935716897,4864859.9856831655,0,2,138,1
5343,-7414.873469986021,4864881.276651077,2,1,202,1
2543,-7338.857999999076,4864825.9152000025,4,2,133,2
2304,-7349.279599998145,4864758.806000002,3,2,237,2
10297,-7685.723499998449,4864929.890299998,0,0,218,2
14473,-7309.517499998212,4864813.293499999,3,2,131,2
6197,-7425.6438000015905,4864873.1670999965,2,1,201,2
4393,-7427.691685821862,4864891.7330770185,0,1,249,1
17557,-7609.2503999993205,4864978.160700001,2,0,104,2
12263,-7541.168800000101,4864920.726800002,1,1,106,2
856,-7370.614700000732,4864768.552900001,3,2,224,2
323,-7348.8982000015685,4864756.556000002,3,2,238,2
12556,-7380.934599999338,4864847.235600002,4,2,104,2
5783,-7435.065400000662,4864861.6708,2,1,201,2
10619,-7555.068599998952,4864885.213299997,1,1,107,2
6101,-7469.328741654754,4864834.110160768,2,1,212,1
3975,-7404.491683006287,4864890.4166426435,0,1,244,1
17507,-7682.084399998189,4864930.865400001,1,0,225,2
836,-7405.100900001824,4864789.7755,3,2,207,2
5375,-7432.442200001329,4864883.1646,2,1,205,2
3854,-7424.407800000161,4864901.759999998,0,1,235,2
14079,-7352.520300000906,4864833.494800001,2,2,125,2
18704,-7311.919399999082,4864808.963799998,1,2,132,2
12148,-7372.802900001408,4864849.3028,4,2,107,2
11747,-7311.919399999082,4864808.963799998,1,2,132,2
9314,-7313.065520714968,4864792.170037955,2,2,139,1
2418,-7384.729100000113,4864840.396499999,4,2,102,2
3147,-7317.526099998503,4864794.559299998,4,2,142,2
12924,-7390.184700001031,4864838.919100001,2,2,101,2
14731,-7480.428210925311,4864867.091147952,0,1,9,1
18801,-7390.734700001776,4864835.035099998,1,2,141,2
10530,-7562.192000001669,4864866.7744999975,0,1,111,2
10387,-7641.5731999985865,4865008.853,2,0,124,2
5015,-7405.681699998677,4864801.905699998,0,2,201,2
18487,-7675.406700000167,4864932.779600002,3,0,227,2
12770,-7541.168800000101,4864920.726800002,1,1,106,2
6193,-7398.428199999034,4864788.038999997,0,2,203,2
16750,-7639.35000000149,4865001.098099999,2,0,122,2
668,-7571.093400001526,4864871.7184000015,2,1,110,2
13275,-7338.857999999076,4864825.9152000025,2,2,127,2
8145,-7594.736999999732,4864983.902400002,2,0,111,2
3633,-7311.919399999082,4864808.963799998,1,2,132,2
7711,-7602.096400000155,4864981.792999998,2,0,113,2
15806,-7615.52769999951,4864982.2821,0,0,121,2
11532,-7545.474832799286,4864929.947813578,1,1,106,1
9934,-7641.899399999529,4865014.780100003,2,0,126,2
19517,-7405.654399998486,4864801.9548999965,1,2,201,2
5156,-7423.048200000077,4864877.7091000015,2,1,202,2
290,-7403.73600000143,4864789.018399999,3,2,209,2
11460,-7376.317116655409,4864861.7561028525,3,2,106,1
5000,-7524.863817591221,4864950.191375457,3,1,103,1
8363,-7549.37943457067,4864878.413713895,1,1,107,1
14989,-7466.963700000197,4864820.413199998,1,1,210,2
19572,-7336.944299999624,4864764.039300002,1,2,218,2
12481,-7352.339699998499,4864837.949699998,4,2,113,2
8131,-7640.289599999785,4865009.164800003,2,0,127,2
19662,-7331.496599998325,4864767.7711,1,2,206,2
6016,-7432.44810000062,4864883.152999997,3,1,203,2
204,-7369.632300000639,4864770.0979999965,3,2,225,2
10177,-7568.053527798504,4864892.154664098,1,1,110,1
13553,-7377.061700001359,4864851.720700003,2,2,105,2
5322,-7351.266699999572,4864837.354500003,0,2,140,2
11270,-7636.679000001402,4864991.778700002,1,0,117,2
13323,-7381.754700001329,4864845.757299997,3,2,102,2
3274,-7435.137299999595,4864861.7101000035,0,1,216,2
11823,-7335.376827798784,4864753.120739415,1,2,219,1
12837,-7516.52670000121,4864844.624799997,1,1,6,2
17545,-7691.338399998844,4864928.212899998,2,0,224,2
17980,-7632.238800000399,4864988.249200001,0,0,134,2
7065,-7390.620600000025,4864836.055799998,0,2,112,2
2152,-7410.865299999715,4864797.881499998,2,2,201,2
615,-7405.100900001824,4864789.7755,3,2,207,2
5593,-7404.436200000346,4864808.869900003,0,2,215,2
17068,-7639.7153999991715,4865007.160400003,3,0,126,2
9639,-7356.611999999732,4864840.32,3,2,109,2
5502,-7342.435300000012,4864756.9575999975,0,2,207,2
16611,-7611.0564999990165,4864981.801700003,0,0,120,2
14593,-7391.93019238487,4864841.240641913,1,2,143,1
2116,-7375.028700001538,4864855.459899999,3,2,106,2
2583,-7384.211300000548,4864776.0964,3,2,222,2
14553,-7381.686900001019,4864845.7553,1,2,102,2
6273,-7352.555199999361,4864833.5141,0,2,124,2
17046,-7596.2032000012705,4864981.900200002,3,0,107,2
12729,-7384.729100000113,4864840.396499999,4,2,102,2
6155,-7320.078899998218,4864794.327799998,0,2,117,2
18197,-7661.753100000322,4864938.275399998,3,0,216,2
5550,-7432.44810000062,4864883.152999997,3,1,203,2
2868,-7396.896099999547,4864785.223499998,3,2,213,2
15481,-7426.483600001782,4864899.974799998,0,1,238,2
13972,-7366.095899999142,4864845.581600003,3,2,108,2
6356,-7351.266699999572,4864837.354500003,0,2,140,2
9173,-7377.846599999814,4864852.802199997,3,2,104,2
12359,-7316.4574000015855,4864800.7843,4,2,123,2
1302,-7510.613928113134,4864872.71367608,2,1,9,1
11686,-7371.374951340257,4864761.285093159,1,2,224,1
9135,-7661.753100000322,4864938.275399998,3,0,216,2
222,-7536.598200000822,4864918.117200002,2,1,101,2
11807,-7336.944299999624,4864764.039300002,1,2,218,2
15153,-7425.090500000864,4864858.2864999985,0,1,217,2
12778,-7536.4928999990225,4864918.059600003,1,1,101,2
1278,-7396.896099999547,4864785.223499998,4,2,213,2
16406,-7689.513399999589,4864928.736100003,1,0,223,2
17664,-7644.94530000165,4864948.8147,3,0,230,2
5344,-7423.048200000077,4864877.7091000015,2,1,202,2
13600,-7373.052799999715,4864844.886500001,2,2,119,2
9527,-7676.643599998206,4864934.006999998,2,0,221,2
12817,-7359.148499999195,4864841.7271,4,2,111,2
19085,-7381.679999999702,4864845.767800003,0,2,135,2
16427,-7636.083599999547,4864897.538199998,2,0,209,2
3139,-7330.786899998784,4864821.437299997,4,2,136,2
18665,-7321.8462610281995,4864826.773397222,0,2,103,1
4170,-7355.502279676497,4864846.027787848,1,2,108,1
241,-7512.604163631797,4864884.949543999,2,1,16,1
1645,-7533.896200001241,4864939.258299999,2,1,105,2
1871,-7380.934599999338,4864847.235600002,3,2,103,2
12009,-7312.58323821798,4864797.2368749315,1,2,135,1
3233,-7345.42330000177,4864829.557700002,4,2,132,2
1120,-7398.11080000177,4864785.8972999975,4,2,211,2
8366,-7381.686900001019,4864845.7553,2,2,102,2
8509,-7669.247800000012,4864936.126800002,1,0,217,2
11066,-7528.608068633825,4864959.505251184,1,1,104,1
13405,-7310.02950000018,4864815.141199999,2,2,116,2
3982,-7427.691685821862,4864891.7330770185,0,1,249,1
8516,-7682.084399998189,4864930.865400001,1,0,225,2
12131,-7352.520300000906,4864833.494800001,4,2,131,2
16516,-7640.98050000146,4865006.785599999,3,0,121,2
12301,-7366.242400001734,4864841.108000003,4,2,127,2
4926,-7343.870905298741,4864745.745015971,0,2,207,1
2213,-7405.079300001264,4864791.728799999,2,2,220,2
16787,-7638.830899998547,4864999.286200002,3,0,119,2
10522,-7541.225999999791,4864920.757600002,0,1,118,2
8032,-7667.339800000191,4864936.697800003,0,0,211,2
1255,-7404.705499999225,4864787.466200002,4,2,210,2
873,-7348.012899998575,4864758.103299998,3,2,239,2
9108,-7641.5731999985865,4865008.853,3,0,122,2
1800,-7404.8357000015685,4864808.159000002,2,2,217,2
16718,-7691.338399998844,4864928.212899998,2,0,224,2
14129,-7380.934599999338,4864847.235600002,3,2,103,2
8590,-7650.165600001811,4864937.056900002,2,0,241,2
19488,-7512.540187384933,4864885.307564937,3,1,4,1
12161,-7480.921700000763,4864891.6466000015,0,1,3,2
3838,-7410.026599999516,4864887.749600002,0,1,244,2
8926,-7674.955899998547,4864934.514399998,0,0,213,2
1423,-7533.896200001241,4864939.258299999,2,1,105,2
9712,-7568.86100000143,4864876.416199997,1,1,111,2
696,-7474.582499999553,4864866.872299999,2,1,17,2
9236,-7528.608068633825,4864959.505251184,1,1,104,1
19931,-7394.577824883163,4864836.924705662,1,2,140,1
504,-7405.100900001824,4864789.7755,3,2,207,2
8943,-7639.136199999601,4864913.2513,0,0,229,2
4875,-7343.870905298741,4864745.745015971,0,2,207,1
17839,-7601.616200000048,4864980.348899998,2,0,106,2
12673,-7474.495200000703,4864891.586599998,1,1,25,2
12839,-7502.8467999994755,4864860.1862,1,1,3,2
14580,-7373.052799999715,4864844.886500001,1,2,116,2
12522,-7527.402600001544,4864929.238300003,1,1,101,2
9350,-7637.256999999285,4864949.814300002,0,0,102,2
16673,-7676.643599998206,4864934.006999998,1,0,219,2
4865,-7381.292899999766,4864778.532499999,0,2,204,2
1791,-7356.457600001247,4864764.753700003,2,2,206,2
13164,-7578.461971551179,4864869.381579727,1,1,109,1
4817,-7375.98580000177,4864772.226599999,0,2,211,2
5798,-7417.558400001377,4864893.060199998,3,1,202,2
8302,-7315.637699998915,4864817.5876,3,2,130,2
321,-7356.0102000012985,4864762.5402000025,3,2,233,2
1043,-7408.288427382708,4864803.464716807,3,2,201,1
12074,-7500.175299998373,4864879.856799996,0,1,1,2
12318,-7489.9197999984035,4864901.8900000015,0,1,6,2
4736,-7527.402600001544,4864929.238300003,3,1,101,2
8899,-7616.5560000017285,4864975.878600001,0,0,113,2
14895,-7390.620600000025,4864836.055799998,1,2,140,2
3835,-7423.060899998993,4864877.686099999,0,1,246,2
961,-7384.211300000548,4864776.0964,3,2,222,2
5293,-7401.9961999990055,4864790.018399999,0,2,202,2
14331,-7331.918400000781,4864822.512199998,3,2,122,2
10186,-7381.686900001019,4864845.7553,2,2,102,2
11741,-7335.376827798784,4864753.120739415,1,2,219,1
2864,-7406.063099998981,4864788.219300002,3,2,208,2
9674,-7312.662200000137,4864807.624899998,3,2,133,2
14145,-7311.919399999082,4864808.963799998,3,2,132,2
9438,-7637.177999999374,4864993.520599999,1,0,118,2
10456,-7603.5650999993095,4864979.790100001,3,0,105,2
9829,-7638.067699998617,4865000.620200002,0,0,133,2
2715,-7377.846599999814,4864852.802199997,4,2,105,2
599,-7339.1538871750245,4864749.384690456,3,2,242,1
3341,-7336.2989999987185,4864829.050399996,1,2,111,2
19318,-7520.755800001323,4864891.4821000025,3,1,14,2
10124,-7315.637699998915,4864817.5876,3,2,130,2
11768,-7398.534499999136,4864788.097900003,1,2,202,2
7036,-7414.873469986021,4864881.276651077,2,1,202,1
16136,-7659.935300000012,4864938.7962,1,0,214,2
7702,-7609.2503999993205,4864978.160700001,2,0,104,2
17294,-7602.096400000155,4864981.792999998,2,0,113,2
16483,-7642.445999998598,4865016.687799999,2,0,125,2
